image,interpolation_method,psnr,ssim,mse
ISIC_0149568.jpg,Nearest Neighbour,46.62029580369066,0.9875492155328489,1.4159593333333333
ISIC_0149568.jpg,Linear,0.0,1.0,0.0
ISIC_0149568.jpg,Bicubic,0.0,1.0,0.0
ISIC_0149568.jpg,Area,52.04498528669806,0.9953242532561157,0.40605216666666666
ISIC_0149568.jpg,Lanczos,49.71252951453191,0.9943248328391887,0.6947481666666667
ISIC_0188432.jpg,Nearest Neighbour,44.93039789195664,0.9804973894505089,2.0894913214468795
ISIC_0188432.jpg,Linear,0.0,1.0,0.0
ISIC_0188432.jpg,Bicubic,0.0,1.0,0.0
ISIC_0188432.jpg,Area,51.638826627688374,0.995466831475646,0.44585916474432913
ISIC_0188432.jpg,Lanczos,49.15797885338229,0.993890323631915,0.7893733780276817
ISIC_0207268.jpg,Nearest Neighbour,46.37733299476682,0.9879757659637785,1.4974318333333334
ISIC_0207268.jpg,Linear,0.0,1.0,0.0
ISIC_0207268.jpg,Bicubic,0.0,1.0,0.0
ISIC_0207268.jpg,Area,52.00311157420578,0.9955024084725367,0.40998616666666665
ISIC_0207268.jpg,Lanczos,49.529687456135434,0.9945010437869484,0.7246221666666667
ISIC_0232101.jpg,Nearest Neighbour,49.96950416022472,0.9946713597103326,0.6548320764506121
ISIC_0232101.jpg,Linear,0.0,1.0,0.0
ISIC_0232101.jpg,Bicubic,0.0,1.0,0.0
ISIC_0232101.jpg,Area,53.576050514599515,0.9964860006361945,0.2854140245052826
ISIC_0232101.jpg,Lanczos,51.248037816821295,0.995477927522927,0.4878390700989435
ISIC_0247330.jpg,Nearest Neighbour,47.96273414806716,0.9892303960995602,1.039458
ISIC_0247330.jpg,Linear,0.0,1.0,0.0
ISIC_0247330.jpg,Bicubic,0.0,1.0,0.0
ISIC_0247330.jpg,Area,52.720409925198844,0.9957860212261321,0.34756766666666666
ISIC_0247330.jpg,Lanczos,49.98299882482464,0.9947940255038297,0.6528005
ISIC_0250839.jpg,Nearest Neighbour,47.8371531792679,0.9925525640457422,1.069953842969143
ISIC_0250839.jpg,Linear,0.0,1.0,0.0
ISIC_0250839.jpg,Bicubic,0.0,1.0,0.0
ISIC_0250839.jpg,Area,53.20327023062927,0.9966525582933299,0.3109949506330706
ISIC_0250839.jpg,Lanczos,50.883269257756524,0.9957419165041363,0.5305831272010733
ISIC_0272509.jpg,Nearest Neighbour,52.01350858810662,0.9959396198622114,0.40900583333333335
ISIC_0272509.jpg,Linear,0.0,1.0,0.0
ISIC_0272509.jpg,Bicubic,0.0,1.0,0.0
ISIC_0272509.jpg,Area,54.23622186149559,0.9967210847371681,0.24516483333333333
ISIC_0272509.jpg,Lanczos,50.78409585767691,0.995653477851049,0.5428386666666667
ISIC_0273046.jpg,Nearest Neighbour,42.700418239568656,0.961934398789592,3.491712976503851
ISIC_0273046.jpg,Linear,0.0,1.0,0.0
ISIC_0273046.jpg,Bicubic,53.66007650539434,0.9966614738064437,0.27994499691267755
ISIC_0273046.jpg,Area,52.959073715688504,0.9961702788558163,0.32898264599785515
ISIC_0273046.jpg,Lanczos,52.68182917525283,0.995601893719771,0.35066905527932146
ISIC_0274382.jpg,Nearest Neighbour,43.76312381618334,0.9736257979352319,2.733807806051152
ISIC_0274382.jpg,Linear,0.0,1.0,0.0
ISIC_0274382.jpg,Bicubic,54.68445698336524,0.9974801134881424,0.22112337915569855
ISIC_0274382.jpg,Area,53.4113190319891,0.996726182790953,0.29644795424263104
ISIC_0274382.jpg,Lanczos,53.423267601787416,0.9964784863166968,0.29563346982548505
ISIC_0275828.jpg,Nearest Neighbour,37.84208995158687,0.9261142203318004,10.6873828125
ISIC_0275828.jpg,Linear,0.0,1.0,0.0
ISIC_0275828.jpg,Bicubic,0.0,1.0,0.0
ISIC_0275828.jpg,Area,46.38397562416695,0.9883282016374378,1.4951432291666666
ISIC_0275828.jpg,Lanczos,44.05574382189836,0.9824849602040692,2.5556770833333333
ISIC_0280912.jpg,Nearest Neighbour,46.49282205348123,0.988974248950144,1.4581364133230452
ISIC_0280912.jpg,Linear,0.0,1.0,0.0
ISIC_0280912.jpg,Bicubic,0.0,1.0,0.0
ISIC_0280912.jpg,Area,52.15351752432818,0.9955159748687424,0.3960304766089392
ISIC_0280912.jpg,Lanczos,50.16360603947098,0.9945529209160741,0.6262096514917695
ISIC_0286360.jpg,Nearest Neighbour,47.42343504848249,0.9890202974198005,1.1768926647519433
ISIC_0286360.jpg,Linear,0.0,1.0,0.0
ISIC_0286360.jpg,Bicubic,0.0,1.0,0.0
ISIC_0286360.jpg,Area,52.29739788018474,0.99530253751288,0.3831250714449017
ISIC_0286360.jpg,Lanczos,50.325219993059974,0.9942829705245426,0.6033347800925926
ISIC_0327406.jpg,Nearest Neighbour,40.90060699954708,0.9495023728311679,5.284691755224075
ISIC_0327406.jpg,Linear,0.0,1.0,0.0
ISIC_0327406.jpg,Bicubic,52.51870675377381,0.9959563042047056,0.364090783529947
ISIC_0327406.jpg,Area,51.93259847782449,0.9953665954000128,0.41669713366481426
ISIC_0327406.jpg,Lanczos,51.51877747298598,0.9945108874763908,0.45835567579864156
ISIC_0333091.jpg,Nearest Neighbour,49.65816440270173,0.9940339832592737,0.703499706523562
ISIC_0333091.jpg,Linear,0.0,1.0,0.0
ISIC_0333091.jpg,Bicubic,0.0,1.0,0.0
ISIC_0333091.jpg,Area,53.52656374495015,0.9964935894963046,0.288684845610431
ISIC_0333091.jpg,Lanczos,50.908357955902225,0.9955055373855465,0.5275268452331041
ISIC_0337631.jpg,Nearest Neighbour,48.841550019356006,0.995169988927467,0.8490345411286265
ISIC_0337631.jpg,Linear,0.0,1.0,0.0
ISIC_0337631.jpg,Bicubic,0.0,1.0,0.0
ISIC_0337631.jpg,Area,53.760475256325506,0.9966826092671507,0.273547553664263
ISIC_0337631.jpg,Lanczos,51.12045265159921,0.995597510179633,0.5023831858963609
ISIC_0351666.jpg,Nearest Neighbour,49.27084373873623,0.9930761908527376,0.7691233333333334
ISIC_0351666.jpg,Linear,0.0,1.0,0.0
ISIC_0351666.jpg,Bicubic,0.0,1.0,0.0
ISIC_0351666.jpg,Area,53.166385306254575,0.9961501912597553,0.3136475
ISIC_0351666.jpg,Lanczos,51.11899643243536,0.9952629354039864,0.5025516666666666
ISIC_0369831.jpg,Nearest Neighbour,42.31243708573433,0.9601146538378403,3.8180064021318776
ISIC_0369831.jpg,Linear,0.0,1.0,0.0
ISIC_0369831.jpg,Bicubic,53.46741268218052,0.9965517824178727,0.2926436417405999
ISIC_0369831.jpg,Area,52.39227904228079,0.9956814994282961,0.37484563387605213
ISIC_0369831.jpg,Lanczos,51.927986066200724,0.994922777320981,0.41713992070455946
ISIC_0489267.jpg,Nearest Neighbour,38.088430664150096,0.9345323765158638,10.098044831172208
ISIC_0489267.jpg,Linear,0.0,1.0,0.0
ISIC_0489267.jpg,Bicubic,52.079644908015396,0.995789291884504,0.4028244938416041
ISIC_0489267.jpg,Area,50.7491856985099,0.9951435244353628,0.5472197848623704
ISIC_0489267.jpg,Lanczos,50.503340734406386,0.9943217692165931,0.5790902960579767
ISIC_0502582.jpg,Nearest Neighbour,40.440412207837426,0.9726026213792677,5.875423014385492
ISIC_0502582.jpg,Linear,0.0,1.0,0.0
ISIC_0502582.jpg,Bicubic,0.0,1.0,0.0
ISIC_0502582.jpg,Area,48.58589155449761,0.9944585490874864,0.9005155268806869
ISIC_0502582.jpg,Lanczos,47.082487232071976,0.9926910590940565,1.273009479527105
ISIC_0504165.jpg,Nearest Neighbour,46.48761640020656,0.9922539029534115,1.4598852505572701
ISIC_0504165.jpg,Linear,0.0,1.0,0.0
ISIC_0504165.jpg,Bicubic,0.0,1.0,0.0
ISIC_0504165.jpg,Area,52.74013705130764,0.9960763605293861,0.34599247685185186
ISIC_0504165.jpg,Lanczos,50.4032299699828,0.995064982161615,0.5925941554498171
ISIC_0528044.jpg,Nearest Neighbour,35.66715392948778,0.9576942335232339,17.634573800223215
ISIC_0528044.jpg,Linear,0.0,1.0,0.0
ISIC_0528044.jpg,Bicubic,50.397127765182084,0.9968974883298998,0.5934273856026786
ISIC_0528044.jpg,Area,51.82988890413532,0.9982547116013244,0.42666937380420916
ISIC_0528044.jpg,Lanczos,50.52451323438802,0.9979303914826166,0.5762740154655612
ISIC_0533122.jpg,Nearest Neighbour,45.536376229830154,0.982629773595829,1.817367418781238
ISIC_0533122.jpg,Linear,0.0,1.0,0.0
